17,CrossFit Sugar Land,http://crossfitsugarland.com/,5750 New Territory Blvd,"Sugar Land, TX, 77479",(832) 922-0348,29.5902022,-95.6770173
18,CrossFit Conshohocken,http://www.crossfitconshohocken.com/,701 E Elm St,"Conshohocken, PA, 19428",(215) 435-4484,40.073533,-75.293705
19,CrossFit 603,http://crossfit603.com/,98 Old Derry Road,"Hudson, NH, 03051",(603) 490-3188,42.8097067,-71.4129882
20,Auxiliary CrossFit,http://auxiliarycrossfit.com/,225 Sterling Road,"Toronto, ON, M6P 0A1",(416) 859-8266,43.6553484,-79.4463025
22,CrossFit Honor,http://www.crossfithonor.com,5519 Willow Way,"Orefield, PA, 18069",(610) 248-8050,40.606077,-75.594278
23,CrossFit Reebok Stockport,http://,Reebok Ltd. Pepper Rd,"Cheshire, England, SK7558",447595344833,53.3779443778,-2.1412024057
24,Aliso CrossFit,http://www.alisocrossfit.com,"6 Journey, Suite 300","Aliso Viejo, CA, 92656",(949) 374-9110,33.5687355,-117.7283231
27,Fit Strong United CrossFit,http://fitstrongunitedcrossfit.com/,118 North Star Street,"Victoria, TX, 77904",(361) 648-6696,28.838171,-97.004737
28,CrossFit Xclusive,http://crossfitxclusive.com/,"976 rue Principale, suite 2","Beresford, NB, E8K 2H6",(506) 226-0607,47.6909316,-65.7001882
29,CrossFit Snaga Escazu,http://www.crossfitescazu.com/,"De la antigua rotonda de Multiplaza de EscazÃº, 300 mts norte.  Bodegas Roca Azul Center #12","Escazu, San Jose, ",(506) 2215-0608,9.920695,-84.1461519
30,CrossFit 650,http://crossfit650.com,555 San Mateo Avenue,"San Bruno, CA, 94066",(415) 298-4381,37.625378,-122.411558
31,Sycamore CrossFit,http://www.sycamorecrossfit.com/,1330 East State Street,"Sycamore, IL, 60178",(815) 508-4243,41.983893,-88.65799
32,CrossFit Evviva,http://crossfitevviva.com/,234 West 6th Ave.,"Eugene, OR, 97401",(541) 912-7513,44.0529873,-123.096346
33,CrossFit Getsome365,http://www.CrossFitGetSome365.com,"4131 Smith St, Ste C","Bacliff, TX, 77518",(713) 855-7362,29.504242,-94.997388
34,CrossFit Colossus,http://crossfitcolossus.com.au/,297 Cambridge Road,"Mornington, Tasmania, 7018",61400255351,-42.857664,147.391538
35,CrossFit 781,http://www.crossfit-781.com,242 Libbey Parkway,"Weymouth, MA, 02189",(781) 803-2929,42.1910978,-70.940384
36,CrossFit 416,http://www.crossfit416.ca,390 Queens Quay W. Unit 114,"Toronto, ON, M5V 3A6",(416) 901-0416,43.6379297,-79.3910464
38,Yakima YMCA CrossFit,http://,5 N. Naches Ave.,"Yakima, WA, 98901",(509) 972-5276,46.604225,-120.499651
39,CrossFit Giant,http://www.crossfitgiant.com/edgewater/,"115 River Rd, Ste 1100","Edgewater, NJ, 07020",(201) 212-3258,40.8053846,-73.9917852
40,CrossFit North Burlington,http://crossfitnorthburlington.ca/,1151 Heritage Rd,"Burlington, ON, L7L 4Y1",(289) 208-5348,43.3775917,-79.7852554
41,CrossFit Mainz,http://www.crossfit-mainz.de/,Ober-Saulheimerstr. 24,"WÃ¶rrstadt, , 55286",+49 177 797 2025,49.85358,8.123244
42,CrossFit Hyperion,http://www.crossfithyperion.com/,1983 W. 680 N. #5,"Pleasant Grove, UT, 84062",(801) 400-7629,40.3711113,-111.7686012
43,CrossFit West Dublin,http://www.crossfitwestdublin.com/,Unit 6C,"Celbridge, Co. Dublin, ",(086) 021-7333,53.3420058,-6.5185095
44,CrossFit Corpo Forte,http://,7908 88th Ave,"Edmonton, AB, T6C1K9",(780) 893-7424,53.5236542,-113.449469
45,CrossFit Reebok Iron Heart,http://,Las Brisas Building Lot #8 Federico Costas St # 54,"San Juan, , 00918",(789) 598-9494,18.4180126,-66.0671709
46,BVM CrossFit,http://bvmcrossfit.com/,6711 Burnet Lane,"Austin, TX, 78757",(512) 779-2099,30.342838,-97.736696
47,CrossFit 2.0,http://www.crossfit2-0.com/,"844 W. San Marcos Blvd, Ste 103","San Marcos, CA, 92078",(760) 525-8040,33.136437,-117.183327
48,CrossFit Dynamic,http://www.cfdynamic.com/,"Ridgeway, Unit 3, Fishguard Road","Haverfordwest, Pembrokeshire, SA61 4BT",1834869932,51.8757077,-4.9391933
49,CrossFit SEO,http://www.crossfitseo.com,15345 S Canaan Rd,"Athens, OH, 45701",(740) 591-0735,39.320597,-82.005374
50,CrossFit Triton,http://www.crossfittriton.com,801 North Main St Ext,"Wallingford, CT, 06492",(203) 631-5367,41.4755619,-72.809859
54,CrossFit Zachary,http://www.crossfitzachary.com/,"5041 Highway 19, Unit C","Zachary, LA, 70791",(626) 255-4523,30.6525218,-91.1497247
55,F5 CrossFit,http://F5 CrossFit,8117 Bourbon Street,"Oklahoma City, OK, 73128",(405) 202-5333,35.461736,-97.657039
56,CrossFit Pampa,http://www.crossfitpampa.com/,201 N. Wells,"Pampa, TX, 79065",(806) 662-1264,35.5318217,-100.977458
57,Be Challenged CrossFit,http://www.bechallengedcrossfit.com/,4795 Us Hwy 96 N Unit 2,"Silsbee, TX, 77656",(409) 656-4243,30.3570693,-94.1258441
58,CrossFit 919,http://www.crossfit919.com,"2500 Meridian Parkway, Suite 125","Durham, NC, 27713",(919) 656-4503,35.911441,-78.89395
59,Helotes CrossFit,http://www.helotescrossfit.com/,9414 Potters Point,"Helotes, TX, 78023",(210) 618-1997,29.578731,-98.668261
60,Reebok CrossFit Turku,http://www.crossfitturku.fi/,VirusmÃ¤entie,"Turku, Varsinais-Suomi, 20100",358405749628,60.4663689,22.2793196
64,CrossFit Gem,http://www.crossfitgem.com/,1/51 Topham Road,"Smeaton Grange, NSW, 2567",61404868889,-34.0353018,150.7541218
65,CrossFit Reebok YUL,http://,78c Brunswick Blvd.,"Dollard-Des-Ormeaux, QC, H9B 2C5",(438) 884-8202,45.4782327,-73.8072035
66,CrossFit Faction,http://www.crossfitfaction.co.uk/,"Harrison Street Unit 5a, Golden Triable Industrial Estate","Widnes, Halton, WA8 8TN",7923391312,53.355017,-2.7677041
68,Chrysalis CrossFit,http://www.chrysaliscrossfit.com,46 Georges-Forest Place,"Winnipeg, MB, R2H 3H5",(204) 233-1000,49.8855764,-97.107525
72,CrossFit Reebok 020,http://www.reebokcrossfit020.nl/,Hoogoorddreef 3,"Amsterdam, Amsterdam, 1101 BA",(020) 609-0410,52.3102476,4.9471634
75,CrossFit 14,http://crossfit14.com/,27233 State Road 56,"Wesley Chapel, FL, 33544",(860) 798-0038,28.1865582,-82.3656624
76,Rock Jungle CrossFit,http://www.rockjunglefitness.com/Rock_Jungle_CrossFit/,10247 - 184 Street,"Edmonton, AB, T5S2J4",(780) 454-7625,53.5451589441,-113.6390184964
77,CrossFit 904,http://www.crossfit904.com,"11366 Trade Court, Suite 4","Jacksonville, FL, 32256",(904) 866-0558,30.163994,-81.531813
78,CrossFit Blur,http://www.crossfitblur.com,8175 E Raintree Dr Suite 2,"Scottsdale, AZ, 85260",(715) 495-0086,33.618702,-111.904578
80,CrossFit Murray,http://crossfitmurray.blogspot.com/,311A Solar Dr,"Murray, KY, 42071",(270) 761-3809,36.6225716,-88.2995098
81,Physics CrossFit,http://physicscrossfit.com/,7-3809 St-Joseph Blvd.,"Ottawa, ON, K1C 1T1",(819) 205-2665,45.460539,-75.5563605
82,Range of Motion CrossFit,http://,"Rear, 347 Cambridge Street","Perth, WA, 6014",(041) 598-4921,-31.9408723,115.8107857
83,CrossFit Ocean Beach,http://crossfitoceanbeach.com/,1811 Sunset Cliffs Blvd.,"San Diego, CA, 92107",(503) 568-6741,32.743149,-117.248635
84,CrossFit Visalia,http://crossfitvisalia.com/,602 E Acequia Ave,"Visalia, CA, 93292",(559) 623-4427,36.3292848,-119.2865914
85,CrossFit Fenrir,http://crossfitfenrir.com/,845 Creative Drive,"Lakeland, FL, 33813",(863) 398-3527,27.9631099,-81.970197
86,CrossFit Fuse,http://www.crossfit-fuse.com/,"17625 NE 65th St, #140","Redmond, WA, 98052",(425) 861-4996,47.663733,-122.104787
88,CrossFit Lugo,http://crossfitlugo.blogspot.com/,Via Puccini nÂ°1,"Lugo (Ra), Italy, ",(335) 668-4815,44.4253238,11.9027978
89,CrossFit Hinesville,http://www.crossfithinesville.com/,1875 EG Miles Parkway,"Hinesville, GA, 31313",(912) 385-3837,31.846877,-81.5959453
91,CrossFit Pace Performance,http://paceperformance.net/,66 Merrick Road,"Amityville, NY, 11701",(631) 521-9158,40.6714993,-73.4203717
92,CrossFit Credence,http://CrossFitcredence.com,2030 HWY 63,"North Rochester, MN, 55906",(507) 261-7696,44.043894,-92.4593425
93,CrossFit 7220,http://crossfit7220.com/,411 S. 20th Street,"Laramie, WY, 82070",(307) 760-3132,41.3087017,-105.5688778
94,FTX CrossFit,http://www.ftxcrossfit.com/,1N030 Gary Ave.,"Carol Stream, IL, 60188",(630) 981-4964,41.8885568,-88.1227058
97,CrossFit Bingo,http://cometcrossfit.com/,2555 North Ridge Rd,"Sheffield Township, OH, 44055",(440) 452-0021,41.418653,-82.1219839
98,CrossFit Minotaure,http://www.crossfitminotaure.ca/,1999 Nobel #3,"Sainte-Julie, QC, J3E 1Z7",(514) 266-6191,45.578047,-73.3266833
99,CrossFit DGA,http://crossfitdga.com/,709 Firetower Rd,"Dublin, GA, 31021",(478) 290-8885,32.4870211,-82.9216688
100,Crossbones CrossFit,http://www.cbfit.ca,80 Regina Rd,"Vaughan, ON, L4L 8L9",(905) 856-9348,43.7724672,-79.6115926
101,Deka CrossFit,http://www.dekacrossfit.com/,74 boul. de la Seigneurie unit 11,"Blainville, QC, J7C 4N1",(450) 806-3352,45.6740698,-73.8611044
102,CrossFit Intersect,http://crossfitintersect.com/,242-244 East 3rd Street,"Long Beach, CA, 90802",(714) 553-3336,33.770251,-118.189992
103,CrossFit Carbondale,http://www.crossfitcarbondale.com/,1215 E. Walnut St.,"Carbondale, IL, 62901",(618) 529-5511,37.7268901,-89.1937527
104,CrossFit Annandale,http://www.crossfitannandale.com/,7861-B Heritage Drive,"Annandale, VA, 22003",(803) 414-9538,38.8256839,-77.2130768
105,CrossFit Parsippany,http://crossfitparsippany.com/,"323 New Rd, Units 5 & 6","Parsippany, NJ, 07054",(201) 424-8773,40.8503035845,-74.3492280189
106,CrossFit Westgate,http://www.crossfitwestgate.com.au/,1/60 Ablemarle Street,"Williamstown North, VIC, 3016",(041) 555-1445,-37.850179,144.859368
110,CrossFit Kindred,http://www.crossfitkindred.com/,"1460 Tully Rd, Ste 604","San Jose, CA, 95122",(408) 293-2051,37.3161741,-121.8319236
111,CrossFit South San Francisco,http://,"384 Oyster Point Blvd, Suite 6","South San Francisco, CA, 94080",(650) 676-9782,37.665761,-122.3839988
112,CrossFit Kalos Sthenos,http://www.crossfitks.com,"19720 Elizabeth Way,","Canyon Country, CA, 91351",(661) 373-7430,34.4123765,-118.4811261
113,South Dade CrossFit,http://southdadecrossfit.com/,10822 SW 188 Street,"Miami, FL, 33157-6745",(786) 486-2333,25.5931957,-80.3670204
114,CrossFit 616,http://www.crossfit616.com/,"2430 Turner Avenue, Suite A","Grand Rapids, MI, 49544",(616) 780-8595,43.007618,-85.678245
116,CrossFit Maitland,http://www.crossfitmaitland.com.au/,219 High Street,"Maitland, NSW, 2320",(042) 944-3204,-32.739576,151.562023
117,CrossFit Wilson,http://,2804 Forest Hills Rd,"Wilson, NC, 27893",(252) 230-7823,35.709039,-77.952487
118,CrossFit Jerusalem,http://www.crossfitjerusalem.com/,Yad Harutzim 9,"Jerusalem, Israel, ",(011-972) 54-5250576,31.7525489,35.2166452
119,CrossFit Chatswood,http://www.crossfitchatswood.com/,5/108 Warrane Rd,"Sydney, NSW, 2067",(042) 105-6635,-33.7897703,151.2026127
121,CrossFit 417,http://www.crossfit417.com/,5108 N 22nd Street,"Ozark, MO, 65721",(417) 380-3195,37.0630857,-93.2325531
122,Gardens CrossFit,http://www.gardenscrossfit.com/,4098 PGA Blvd,"Palm Beach Gardens, FL, 33410",(561) 630-3118,26.8423556,-80.0988478
123,CrossFit LBC,http://www.crossfitlbc.com/,212 Bristol Pike,"Bristol, PA, 19007",(610) 849-6448,40.1088704,-74.856768
124,CrossFit Explosion,http://www.boomfitnesspdx.com/crossfit/,18039 SW Lower Boones Ferry Rd,"Portland, OR, 97224",(503) 995-4905,45.3920024,-122.750775
125,Cannon CrossFit,http://www.cannoncrossfit.com/,5907 Star Lane,"Houston, TX, 77057",(309) 275-3036,29.727121,-95.482552
126,CrossFit Train,http://www.crossfittrain.com/,"1750 SW 3rd Street, Suite M","Corvallis, OR, 97333",(541) 224-3194,44.548076,-123.266424
127,Searcy CrossFit,http://www.searcycrossfit.com,921 Hastings Drive,"Searcy, AR, 72143",(417) 234-4151,35.2384227,-91.7205496
128,CrossFit SA1,http://www.crossfit-sa1.blogspot.com/,"Unit 3, SA1 Business Park
Langdon Road","Swansea, Wales, SA18DB",7595520601,51.6202587,-3.9219691
129,Kings & Queens CrossFit,http://www.crossfitkingsandqueens.com,2007 Manufacturing Dr,"Clinton, IA, 52732",(815) 540-0835,41.8278364,-90.2332211
130,CrossFit Klamath,http://www.crossfitklamath.com/,"1311 Elm Ave, #B","Klamath Falls, OR, 97601",(541) 331-4357,42.222753,-121.776332
131,CrossFit North Pasadena,http://www.crossfitnorthpasadena.com/,3636 E. Colorado Blvd.,"Pasadena, CA, 91107",(626) 617-6037,34.145888,-118.075251
134,CrossFit Drive,http://crossfit-drive.com/,"23 Beta Court, Suite A","San Ramon, CA, 94583",(925) 743-0222,37.7810258,-121.980989
135,CrossFit Harford,http://www.crossfitharford.com,1809 Fashion Ct. Suite 102,"Joppa, MD, 21085",(443) 456-6405,39.4440479,-76.3210666
136,CrossFit Napoli,http://www.crossfitnapoli.com/,Via Francesco Paolo Tosti 16,"Napoli, Italy, 80100",393381940776,40.8440149,14.2200944
137,CrossFit Miles Militis,http://www.crossfitmilesmilitis.com/,104 North Lloyd Street,"Crestview, FL, 32536",(850) 499-4654,30.7546159,-86.5764394
138,Pure Energy CrossFit,http://,313 Center Street,"Meadow Lake, SK, S9X 1Y5",(306) 240-7816,54.1313991,-108.4309155
139,CrossFit 2232,http://www.crossfit2232.com,1131 Main Street,"Bryson City, NC, 28713",(828) 736-3620,35.4326289,-83.4305462
140,Hardbat CrossFit,http://www.hardbatcrossfit.com/,"70 Aleph Drive, Suite B","Newark, DE, 19702",(484) 256-0465,39.6446479,-75.7290359
142,Rocket CrossFit,http://www.rocketcrossfit.com/,5720 Rainier Ave. S,"Seattle, WA, 98118",(206) 853-9181,47.5506003,-122.277349
143,CrossFit Diamond Valley,http://www.ridgecrossfit.com,1b 266 Bolton Street,"Melbourne, VIC, 3095",+61 0412237344,-37.720435,145.138108
144,CrossFit Conway,http://www.crossfitconway.com/,1195 South Harkrider Street,"Conway, AR, 72032",(501) 514-1375,35.0591748,-92.4250462
146,AthleteEGO CrossFit,http://www.athleteegocrossfit.com/,1400 NE 125 Street Unit B,"North Miami, FL, 33161",(786) 419-8880,25.889951,-80.170491
148,CrossFit Evoke,http://www.crossfitevoke.com/,6925 Farmdale Ave,"North Hollywood, CA, 91605",(818) 764-1392,34.1971452,-118.3812266
150,CrossFit MTS,http://crossfitmts.co.uk/,"Unit 10, 27 Beaverhall Road","Edinburgh, Scotland, EH7 4JE",0131 557 0520,55.9660113,-3.1930873
151,CrossFit Blainville,http://crossfitblainville.ca/,"14153 CurÃ©-Labelle, app 2","Mirabel, QC, J7J 1M3",(514) 267-5308,45.7090036,-73.9348736
152,GETFIT CrossFit,http://getfitcrossfit.com/,"Lot 19990, Ground Floor, Taman Alam
Jalan Telanai","Beribi Gadong, Brunei Darussalam, BE1118",6738870996,4.878573957,114.8929515481
155,CrossFit Terrebonne L'usine,http://www.lusineterrebonne.ca/,3551 boulevard des entreprises,"Terrebonne, QC, j7k 3z1",(514) 723-2336,45.7300329,-73.6770729
161,CrossFit 716,http://www.crossfit716.net/716/,84 Sweeney Street,"North Tonawanda, NY, 14120",(716) 553-6003,43.022457,-78.876831
162,CrossFit Sudbury,http://www.crossfitsudbury.com/,1351-E Kelly Lake Rd. Unit 7,"Sudbury, ON, P3E 5P4",(705) 521-4790,46.4649097,-81.0298837
164,CrossFit Novem,http://www.crossfitnovem.com,1735 Howard Street,"Philadelphia, PA, 19122",(215) 291-2968,39.976305,-75.134885
165,Reebok CrossFit Almere,http://www.crossfitalmere.nl/,Televisieweg 64,"Almere, Flevoland, 1322 AM",31614377930,52.3500445,5.1804532
166,CrossFit Aftermath,http://www.crossfitaftermath.com/index.php/,11 John St.,"North Aurora, IL, 60542",(630) 618-7331,41.804699,-88.325494
167,XS CrossFit,http://xscrossfit.com/,6522 E Ponderosa Drive,"Parker, CO, 80138",(303) 910-0833,39.539896,-104.766009
168,CrossFit 3000 South Melbourne,http://crossfit3000.com/,82-86 Clark Street,"South Melbourne, VIC, 3205",61401015711,-37.83007,144.960374
169,CrossFit Trigger Point,http://www.crossfittriggerpoint.com,"5321 Industrial Oaks Parkway, Suite 110A","Austin, TX, 78746",(512) 300-2804,30.2387529,-97.8399421
171,Titan CrossFit,http://www.titancrossfit.com/,"100 Cockeysville Road, Suite 150","Cockeysville, MD, 21030",(410) 382-5522,39.4818605,-76.6455532
173,Eternity CrossFit,http://www.eternitycrossfit.com/pages/home,"32242 Paseo Adelanto, Suite E","San Juan Capistrano, CA, 92675",(949) 291-7314,33.493746,-117.664529
174,CrossFit South Rockland,http://fitnessforperformanceandlife.blogspot.com/,"80 Red Schoolhouse Road, Unit 110","Chestnut Ridge, NY, 10977",(845) 825-2230,41.079109,-74.053487
175,CrossFit True,http://www.true-athletics.com/,11 Overlook Dr,"Hamden, CT, 06514",(203) 448-7745,41.399873,-72.9197863
176,Track Town CrossFit,http://www.tracktowncrossfit.com/,90 Lawrence Street,"Eugene, OR, 97401",(541) 514-9980,44.058917,-123.099105
177,Fuerza CrossFit,http://fuerzacrossfit.com/,Carrera 43 # 31-73,"Medellin, Antioquia, ",01157-3218512317,6.2321355,-75.5689422
178,CrossFit 6330,http://crossfit6330.com.au/,70 Lion St,"Albany, WA, 6330",(089) 842-2762,-35.0053368,117.8721942
180,CrossFit Industrious,http://www.crossfitindustrious.com,21609 Hwy 99 Ste C,"Lynnwood, WA, 98036",(206) 755-6290,47.803021,-122.3292883
181,C4 CrossFit,http://c4crossfit.com/,"20527 FM 1093, #C6","Richmond, TX, 77407",(713) 254-6866,29.7023651,-95.7402713
182,CrossFit Athletic Academy,http://www.crossfitathleticacademy.com/,1720 Church Street,"Holbrook, NY, 11741",(631) 334-7893,40.770434,-73.068761
183,CrossFit Lewisburg,http://www.crossfitlewisburg.com,1020 West Market Street,"Lewisburg, PA, 17837",(570) 412-1412,40.959667,-76.8942183
184,CrossFit 20 Fifteen,http://,"Unit 7, 72-74 Pacific Parade","Dee Why, NSW, 2099",61414983101,-33.754927,151.290524
185,CrossFit North Arlington,http://crossfitnortharlington.com/,608 E. Front St.,"Arlington, TX, 76011",(214) 215-5393,32.737466,-97.101283
186,CrossFit Alfa,http://www.CrossFitAlfa.com,"Av. Fuente de Tritones 16
Lomas de San Isidro","Naucalpan, EDO, 53950",115215559674113,19.4305306,-99.2269614
187,CrossFit of Fremont,http://www.CrossFitoffremont.com,"4299 Peralta Blvd., Ste. L","Fremont, CA, 94536",(510) 745-7404,37.5551812,-122.0096203
189,CrossFit South Okanagan,http://www.crossfitsouthokanagan.com,#104-9503 Cedar Ave,"Summerland, BC, V0H1Z8",(250) 718-6344,49.5872591,-119.6780462
190,CrossFit Montgomery,http://www.crossfitmontgomery.com/,41 East Railroad Street,"Montgomery, AL, 36104",(877) 907-4141,32.3857897,-86.3098049
191,New London CrossFit,http://www.newlondoncrossfit.com,"436 Broad Street, Unit B","New London, CT, 06320",(203) 927-0025,41.362702,-72.115105
194,Letrono CrossFit,http://www.letronocrossfit.com/,1754 South 750 West,"Syracuse, UT, 84075",(801) 294-6777,41.088369,-112.040829
195,Avalon CrossFit,http://www.avaloncrossfit.com,545 Medford Street,"Charlestown, MA, 02129",(617) 580-3120,42.383961,-71.070779
196,CrossFit Takeover,http://www.crossfittakeover.com/,1461 London Bridge Road,"Virginia Beach, VA, 23453",(310) 972-0995,36.7898377,-76.0645527
197,CrossFit Hub,http://www.CrossFitHub.com,"3 Irving Rd, Irving Industrial Building
#01-01","Singapore, Singapore, 369522",(659) 739-7809,1.3349922,103.902074
198,NHB CrossFit,http://ww.NHBCrossFit.com,"414 W Grand Parkway South, Suite 197","Katy, TX, 77494",(281) 838-4034,29.7753185,-95.7789141
199,District CrossFit,http://www.DistrictCrossFit.com,1525 Half St. SW,"Washington, DC, 32034",(202) 507-8255,38.871227,-77.011071
200,High Altitude CrossFit,http://www.highaltitudecrossfit.com,"336 Spring Creek Circle, Unit 1","Gypsum, CO, 81637",(970) 343-9040,39.6343617,-106.9160943
201,CrossFit Avon,http://www.crossfitavon.com/,"Unit 15, Merton Road","Bristol, Bristol, BS7 8TL",07970 493643,51.4826464,-2.5869296
203,CrossFit Norfolk,http://www.crossfitoceanview.com,9309 Granby Street,"Norfolk, VA, 23503",(757) 375-9291,36.9460374,-76.2593695
204,CrossFit Liverpool,http://crossfitliverpool.blogspot.com/,Unit 18-19 Love Lane,"Liverpool, England, L3 7DD",7407154901,53.4170279,-2.9946518
205,CrossFit Steele Creek,http://CrossFitSteeleCreek.com,"9301 Forsyth Park Drive, Suite C","Charlotte, NC, 28273",(704) 714-7775,35.135965,-80.953308
206,Mountain River CrossFit,http://www.crossfitmov.com/,415 36th Street Ste. 100,"Parkersburg, WV, 26101",(304) 488-6468,39.2964548,-81.5496664
207,CrossFit Hybrid Athletics,http://Hybridathletics.net,7 Hyde Street,"Stamford, CT, 06907",(203) 913-5228,41.0939909,-73.5174562
210,Celtic CrossFit,http://www.celticcrossfit.co.uk,"17 Leeway Court
Leeway Industrial Estate","Newport, Wales, NP19 4SJ",07866 721175,51.5725025,-2.946479
211,TC Total CrossFit,http://www.tctotalcrossfit.com/,765 Duell Road,"Traverse City, MI, 49686",(231) 409-7960,44.7319083,-85.5907977
212,CrossFit Sonora,http://www.crossfitsonora.com,18901 Microtronics Way,"Sonora, CA, 95370",(209) 352-5575,37.9613127,-120.3212867
213,Tamalpais CrossFit,http://www.tamcrossfit.com,"555 E. Francisco Blvd, Suite 19","San Rafael, CA, 94901",(415) 948-8453,37.96584,-122.5150934
214,Live Train Play CrossFit,http://livetrainplay.com/,1111 Rancho Conejo Blvd. #106,"Newbury Park, CA, 91320",(818) 281-5433,34.19401,-118.923719
217,CrossFit Ben Nevis,http://www.fitnessculture.co.uk,"unit 11, Ben Nevis Estate","fort william, Scotland, ph33 6pr",447979645798,56.8250619,-5.0851811
219,CrossFit Kennesaw,http://www.crossfitkennesaw.com,1349 Old 41 Hwy.,"Marietta, GA, 30060",(404) 931-8773,33.978553,-84.5639939
220,CrossFit Vitality,http://www.crossfitvitality.com,7285 Westwinds Blvd NW,"Concord, NC, 28027",(704) 721-5555,35.387229,-80.7225268
221,CrossFit LC Valley,http://www.lcvalleycrossfit.com,2981 Thain Grade,"Lewiston, ID, 83501",(208) 798-8888,46.393655,-116.989966
222,CrossFit Forward,http://www.crossfitforward.com/,"5933 Plank Road, Suite J","Fredericksburg, VA, 22407",(540) 226-9560,38.293334,-77.579249
223,CrossFit Alive,http://crossfitalive.com.au/,4/149 Old Pacific Hwy,"Oxenford, QLD, 4210",(043) 123-3222,-27.8880373,153.3138889
225,CrossFit Maui,http://www.CrossFitParadise.com,393 Lehuakona St,"Kahului, HI, 96732",(808) 633-1765,20.882697,-156.451738
227,CrossFit Surge,http://www.crossfitsurge.com,"10621 Irma Dr, Unit C","Denver, CO, 80233",(303) 907-3682,39.890542,-104.9645831
228,CrossFit Gig Harbor,http://www.crossfitgigharbor.com/,"6521 43rd Ave NW, Suite ""A""","Gig Harbor, WA, 98335",(253) 858-5432,47.3157671,-122.5951434
230,CrossFit Shoalhaven,http://www.crossfitshoalhaven.com,5 Investigator St.,"South Nowra, NSW, 2541",+61 244215265,-34.909171,150.585127
231,CrossFit SAC,http://www.crossfitsac.com,"4755 Auburn Boulevard, Suite C","Sacramento, CA, 95842",(530) 559-2283,38.6553367,-121.35299
232,CrossFit eo,http://crossfit-eo.de/,Weltenburger Str. 6,"Munich, Bavaria, 81677",0049-89-45667845,48.1410706,11.6270872
233,Fit Bodies CrossFit,http://www.fitbodiesmovement.com/,412 Olympia Drive,"Bloomington, IL, 61704",(309) 242-3478,40.470225,-88.907389
234,Transition CrossFit,http://transitioncrossfit.com,"2334 Wyecroft Rd 
Unit B11","Oakville, ON, ",(647) 284-5901,43.4130159,-79.7309528
235,Geaux CrossFit,http://geauxcrossfit.com,3854 American Way,"Baton Rouge, LA, 70816",(225) 293-9220,30.4175819,-91.0534969
237,Project Fitness CrossFit,http://www.projectfitness.org,2514 N Johns Street,"Garden City, KS, 67846",(620) 640-5732,37.9889361,-100.8819175
238,CrossFit On The Road,http://www.CrossFitOnTheRoad.be,Rue Th. Delbar 33,"Waterloo, Brabant Wallon, 1410",+32 472 76 53 54,50.71469,4.3991
239,CrossFit Stony Brook,http://www.crossfitstonybrook.com,22 Woods Corner Rd,"Setauket, NY, 11733",(631) 572-8255,40.9263576,-73.1192775
240,CrossFit Aledo,http://www.crossfitaledo.com,10315 East Bankhead Highway,"Aledo, TX, 76008",(817) 204-9830,32.720416,-97.613328
241,CrossFit Mt. Hood,http://crossfitmthood.com/,335 NE 8th St,"Gresham, OR, 97030",(503) 491-5100,45.503431,-122.427463
243,CrossFit Fresno,http://www.crossfitfresno.com,"90 E. Escalon Avenue
Suite #109","Fresno, CA, 93710",(559) 492-0432,36.82727,-119.788388
